"Jawor","0557004",190
"Karczmy","0557040",178
"Kociszew","0557062",343
"Kolonia Łobudzice","0557197",258
"Kolonia Pożdżenice","0557317",115
"Krześlów","0557091",73
"Kurówek","0557100",415
"Łęki","0557145",127
"Łobudzice","0557174",559
"Mauryców","0557205",351
"Nowa Wola","0557228",96
"Ostoja","0557234",189
"Pawłowa","0557270",132
"Podlesie","0557286",115
"Pożdżenice","0557300",659
"Przecznia","0557330",72
"Pszczółki","0557346",128
"Pukawica","0557375",49
"Sobki","0557381",151
"Sromutka","0557398",207
"Walewice","0557435",61
"Wola Pszczółecka","0557458",57
"Wygiełzów","0557470",180
"Wypychów","0557493",211
"Zabłoty","0557501",146
"Zagłówki","0557518",94
"Zalesie","0557547",121
"Zelówek","0557560",227
"Powiat kutnowski","1002",102234
"gm. m. Kutno","1002011",46429
"Kutno","0969103",46429
"gm.w. Bedlno","1002022",5917
"Antoniew","0558707",119
"Bedlno","0558736",531
"Czarnów","0558765",45
"Dębowa Góra","0558771",174
"Emilianów","0558802",91
"Ernestynów","0558831",144
"Florianów","0558860",116
"Franciszków Nowy","0559121",157
"Garbów","0558908",140
"Gosławice","0558920",124
"Groszki","0558937",85
"Janów","0558943",212
"Jaroszówka","0558950",47
"Józefów","0558966",57
"Kamilew","0558995",91
"Karolew","0559010",48
"Kazimierek","0559032",56
"Konstantynów","0559049",82
"Kręcieszki","0559055",137
"Mateuszew","0559078",116
"Orłów-Kolonia","0559144",165
"Orłów-Parcel","0559173",110
"Plecka Dąbrowa","0559180",310
"Pniewo","0559204",688
"Potok","0559279",45
"Ruszki","0559285",61
"Stanisławice","0559291",117
"Stradzew","0559316",102
"Szewce Nadolne","0559322",103
"Szewce Nagórne","0559339",12
"Szewce Owsiane","0559345",94
"Szewce-Walentyna","0559351",139
"Tomczyce","0559374",149
"Waliszew","0559405",87
"Wojszyce","0559411",451
"Wola Kałkowa","0559434",156
"Wyrów","0559440",42
"Załusin","0559486",174
"Zleszyn","0559457",128
"Zosinów","0559523",57
"Żeronice","0559546",155
"gm.w. Dąbrowice","1002032",2032
"Augustopol","0562850",194
"Baby","0562867",270
"Dąbrowice","0562880",949
"Liliopol","0562940",63
"Mariopol","0562962",67
"Ostrówki","0562985",234
"Witawa","0562991",117
"Zgórze","0563000",72
"Żakowiec","0563022",66
"gm. m-w. Krośniewice ",1002043,8917
"m. Krośniewice  ","1002044",4617
"Krośniewice","0969095",4617
"w.  Krośniewice  ","1002045",4300
"Bielice","0567296",137
"Błonie","0567333",10
"Głogowa","0567340",217
"Godzięby","0567356",82
"Jankowice","0567362",168
"Kajew","0567400",469
"Kopy","0567416",191
"Luboradz","0567422",64
"Miłonice","0567439",71
"Miłosna","0567445",98
"Morawce","0567468",291
"Nowe","0567505",220
"Pawlikowice","0567540",146
"Pomarzany","0567570",323
"Skłóty","0567592",177
"Stara Wieś","0567617",53
"Suchodoły","0567623",113
"Szubina","0567652",161
"Szubsk Duży","0567706",126
"Szubsk-Towarzystwo","0567729",68
"Teresin","0567741",331
"Witów","0567801",152
"Wola Nowska","0567818",210
"Wychny","0567824",117
"Wymysłów","0567860",120
"Zalesie","0567882",95
"Zieleniew","0567899",90
"gm.w. Krzyżanów","1002052",4433
"Goliszew","0567920",72
"Julianów","0567942",69
"Kaszewy Dworne","0567959",121
"Kaszewy Kościelne","0567988",90
"Kaszewy Tarnowskie","0567994",97
"Kaszewy-Kolonia","0567971",83
"Kaszewy-Spójnia","0568350",61
"Konary","0568002",105
"Krzyżanów","0568019",255
"Krzyżanówek","0568025",143
"Ktery","0568054",339
"Kuchary","0568077",179
"Łęki Górne","0568137",59
"Łęki Kościelne","0568143",364
"Malewo","0568166",106
"Marcinów","0568189",82
"Micin","0568195",59
"Młogoszyn","0568203",89
"Nowe Ktery","0568210",132
"Pawłowice","0568232",143
"Psurze","0568249",44
"Różanowice","0568255",72
"Rustów","0568261",159
"Rybie","0568284",78
"Siemienice","0568309",248
"Siemieniczki","0568315",111
"Sokół","0568338",51
"Stefanów","0568367",90
"Wały A","0568396",36
"Wały B","0568404",305
"Wierzyki","0568427",67
"Władysławów","0568433",118
"Wojciechowice Duże","0568479",181
"Wyręby Siemienickie","0568500",58
"Złotniki","0568516",80
"Żakowice","0568522",87
"gm.w. Kutno","1002062",8625
"Bielawki","0568539",306
"Boża Wola","0568551",201
"Byszew","0568568",301
"Byszew-Kaczyn","0568574",29
"Florek","0568580",106
"Głogowiec","0568597",383
"Gnojno","0568605",147
"Gołębiew Nowy","0568858",883
"Gołębiewek Nowy","0568870",357
"Gołębiewek Stary","0568982",192
"Grabków","0568657",118
"Julinki","0568663",100
"Kalinowa","0568670",97
"Komadzyn","0568686",219
"Kotliska","0568700",83
"Krzesin","0568717",332
"Kuczków","0568752",94
"Leszczynek","0568769",425
"Leszno","0568781",487
"Malina","0568806",226
"Marianki","0568812",61
"Nagodów","0568835",80
"Nowa Wieś","0568841",376
"Piwki","0568893",151
"Podczachy","0568901",122
"Raciborów","0568918",254
"Sieciechów","0568924",117
"Sieraków","0568930",156
"Stanisławów","0568953",179
"Strzegocin","0569007",593
"Wierzbie","0569059",257
"Woźniaków","0568640",681
"Wroczyny","0569088",201
"Wysoka Wielka","0569102",130
"Żurawieniec","0569125",181
"gm.w. Łanięta","1002072",2584
"Anielin","0569154",81
"Budy Nowe","0569266",67
"Chrosno","0569183",257
"Chruścinek","0569208",40
"Juków","0569214",168
"Kąty","0569237",99
"Łanięta","0569243",607
"Rajmundów","0569272",131
"Suchodębie","0569289",434
"Świeciny","0569332",126
"Wilkowia","0569361",170
"Witoldów","0569384",161
"Wola Chruścińska","0569409",155
"Zgoda","0569415",88
"gm.w. Nowe Ostrowy","1002082",3735
"Bzówki","0571725",244
"Grochów","0571754",312
"Grodno","0571790",204
"Imielinek","0571808",139
"Imielno","0571814",199
"Kołomia","0571866",90
"Lipiny","0571872",108
"Miksztal","0571895",159
"Niechcianów","0571910",98
"Nowe Ostrowy","0571926",441
"Ostrowy","0571949",1036
"Wola Pierowa","0571978",293
"Wołodrza","0572009",319
"Zieleniec","0572021",93
"gm.w. Oporów","1002092",2696
"Golędzkie","0572297",129
"Janów","0572311",174
"Jastrzębia","0572357",80
"Jaworzyna","0572363",95
"Jurków Drugi","0572392",68
"Jurków Pierwszy","0572400",74
"Kamienna","0572417",137
"Kurów-Parcel","0572430",82
"Kurów-Wieś","0572423",96
"Mnich-Ośrodek","0572446",367
"Oporów","0572481",330
"Oporów-Kolonia","0572506",111
"Pobórz","0572512",114
"Podgajew","0572529",200
"Samogoszcz","0572558",81
"Skarżyn","0572570",47
"Skórzewa","0572593",109
"Stanisławów","0572624",129
"Szczyt","0572647",59
"Świechów","0572653",19
"Wola Owsiana","0572660",67
"Wola Prosperowa","0572676",43
"Wólka-Lizigódź","0572682",85
"gm.w. Strzelce","1002102",4115
"Aleksandrów","0577194",144
"Bociany","0577225",60
"Dąbkowice","0577231",165
"Dębina","0577254",63
"Długołęka","0577260",329
"Karolew","0577283",133
"Klonowiec Stary","0577538",268
"Kozia Góra","0990400",169
"Marianów","0990416",82
"Muchnice Nowe","0577455",267
"Muchnów","0577337",223
"Niedrzaków","0577343",102
"Niedrzew Pierwszy","0577372",313
"Przyzórz","0577478",183
"Rejmontów","0577484",84
"Siemianów","0577490",174
"Sójki","0577509",345
"Strzelce","0577544",669
"Wieszczyce","0577567",182
"Wola Raciborowska","0577610",160
"gm. m-w. Żychlin",1002113,12751
"m. Żychlin","1002114",8746
"Żychlin","0969391",8746
"w.  Żychlin","1002115",4005
"Aleksandrów","0580090",13
"Aleksandrówka","0580109",80
"Balików","0580115",81
"Biała","0580121",58
"Brzeziny","0580138",88
"Budzyń","0580173",127
"Buszkówek","0580180",120
"Chochołów","0580204",126
"Czesławów","0580233",105
"Dobrzelin","0580240",1214
"Drzewoszki Wielkie","0580285",59
"Grabie","0580300",77
"Grabów","0580316",362
"Grzybów Dolny","0580374",107
"Grzybów Hornowski","0580411",53
"Kaczkowizna","0580434",87
"Kruki","0580440",20
"Orątki Dolne","0580463",24
"Orątki Górne","0580470",30
"Pasieka","0580486",122
"Sędki","0580492",38
"Sokołówek","0580500",91
"Śleszyn","0580530",259
"Tretki","0580552",51
"Wola Popowa","0580598",201
"Zagroby","0580606",64
"Zarębów","0580641",90
"Zgoda","0580658",173
"Żabików","0580687",85
"Powiat łaski","1003",50859
"gm.w. Buczek","1003012",4954
"Bachorzyn","0700281",312
"Brodnia Dolna","0700312",175
"Brodnia Górna","0700364",290
"Buczek","0700387",1217
"Czestków A","0700460",277
"Czestków B","0700482",349
"Czestków F","0700507",172
"Grzeszyn","0700565",156
"Gucin","0700571",217
"Józefatów","0700594",213
"Kowalew","0700602",109
"Luciejów","0700625",393
"Malenia","0700677",117
"Petronelów","0700690",128
"Sowińce","0700714",56
"Sycanów","0700720",180
"Wola Bachorska","0700737",205
"Wola Buczkowska","0700772",388
"gm. m-w. Łask",1003023,28577
"m. Łask","1003024",18468
"Łask","0976296",18468
"w.  Łask","1003025",10109
"Aleksandrówek","0706852",130
"Anielin","0706875",247
"Bałucz","0706881",395
"Borszewice Cmentarne","0706941",343
"Budy Stryjewskie","0706993",118
"Gorczyn","0707001",421
"Karszew","0707018",140
"Kolonia Bilew","0706935",94
"Kopyść","0707024",373
"Krzucz","0707047",109
"Łopatki","0707053",654
"Mauryca","0707082",103
"Okup Mały","0707107",627
"Okup Wielki","0707113",300
"Orchów","0707136",758
"Ostrów","0707165",681
"Rembów","0707202",57
"Remiszew","0707219",106
"Rokitnica","0707225",238
"Sięganów","0707231",274
"Stryje Księże","0707248",196
"Stryje Paskowe","0707277",132
"Teodory","0707308",496
"Wiewiórczyn","0707314",717
"Wola Bałucka","0707320",180
"Wola Łaska","0707343",472
"Wola Stryjewska","0707350",142
"Wronowice","0707366",805
"Wrzeszczewice","0707403",316
"Wrzeszczewice Nowe","0707099",55
"Wydrzyn","0707449",331
"Zielęcice","0707461",99
"gm.w. Sędziejowice","1003032",6403
"Bilew","0712090",247
"Brzeski","0712120",189
"Dobra","0712137",262
"Grabia","0712143",127
"Grabica","0712189",192
"Grabno","0712195",165
"Kamostek","0712203",300
"Korczyska","0712210",137
"Kustrzyce","0712232",179
"Lichawa","0712249",277
"Marzenin","0712255",622
"Niecenia","0712261",134
"Nowe Kozuby","0712284",487
"Osiny","0712309",141
"Podule","0712344",174
"Pruszków","0712350",486
"Przymiłów","0712367",116
"Rososza","0712404",215
"Sędziejowice","0712410",664
"Sędziejowice-Kolonia","0712433",386
"Siedlce","0712456",271
"Sobiepany","0712479",110
"Wola Wężykowa","0712485",178
"Wrzesiny","0712491",94
"Żagliny","0712539",250
"gm.w. Widawa","1003042",7700
"Brzyków","0717146",211
"Chociw","0717169",725
"Chrusty","0717181",146
"Chrząstawa","0717206",101
"Dąbrowa Widawska","0717241",231
"Dębina","0717264",102
"Goryń","0717287",81
"Górki Grabińskie","0717301",207
"Grabówie","0717318",186
"Izydorów","0717347",39
"Józefów","0717353",95
"Kąty","0717382",126
"Klęcz","0717407",74
"Kocina","0717413",130
"Kolonia Zawady","0717844",166
"Korzeń","0717436",27
"Ligota","0717442",221
"Łazów","0717459",156
"Ochle","0717465",134
"Ochle-Kolonia","0717488",107
"Osieczno","0717494",100
"Patoki","0717502",414
"Podgórze","0717525",110
"Restarzew Cmentarny","0717531",180
"Restarzew Środkowy","0717554",155
"Rogóźno","0717560",396
"Ruda","0717577",125
"Sarnów","0717608",73
"Sewerynów","0717620",46
"Siemiechów","0717643",106
"Świerczów","0717672",193
"Widawa","0717689",1254
"Wielka Wieś A","0990043",231
"Wincentów","0717732",120
"Witoldów","0717761",72
"Wola Kleszczowa","0717778",205
"Zabłocie","0717790",74
"Zawady","0717838",208
"Zborów","0717867",373
"gm.w. Wodzierady","1003052",3225
"Chorzeszów","0718861",209
"Czarnysz","0718890",64
"Dobków","0718909",120
"Dobruchów","0718921",222
"Hipolitów","0718980",84
"Jesionna","0719004",52
"Józefów","0719010",101
"Kiki","0719040",127
"Kwiatkowice","0719079",483
"Leśnica","0719116",295
"Magdalenów","0719174",87
"Magnusy","0719197",114
"Mauryców","0719211",133
"Piorunów","0719263",155
"Przyrownica","0719292",111
"Stanisławów","0719300",63
"Wandzin","0719323",118
"Włodzimierz","0719330",175
"Wodzierady","0719369",330
"Wola Czarnyska","0719398",119
"Wrząsawa","0719412",63
"Powiat łęczycki","1004",52447
"gm. m. Łęczyca","1004011",15035
"Łęczyca","0969250",15035
"gm.w. Daszyna","1004022",4097
"Daszyna","0562241",604
"Drzykozy","0562258",52
"Gąsiorów","0562264",111
"Goszczynno","0562287",61
"Jabłonna","0562318",85
"Jacków","0562324",91
"Janice","0562347",25
"Jarochów","0562353",130
"Jarochówek","0562376",118
"Karkoszki","0562413",102
"Koryta","0562436",172
"Koryta","0562442",105
"Krężelewice","0562459",182
"Łubno","0562465",275
"Mazew","0562488",269
"Mazew-Kolonia","0562519",180
"Miroszewice","0562531",81
"Nowa Żelazna","0562548",146
"Nowy Sławoszew","0562703",130
"Opiesin","0562583",120
"Osędowice","0562614",112
"Rzędków","0562637",197
"Siedlew","0562666",38
"Skrzynki","0562672",70
"Stara Żelazna","0562710",155
"Stary Sławoszew","0562695",170
"Upale","0562755",185
"Walew","0562784",37
"Zagróbki","0562821",59
"Żabokrzeki","0562844",35
"gm.w. Góra Świętej Małgorzaty","1004032",4496
"Ambrożew","0565481",309
"Bogdańczew","0565512",169
"Bryski","0565541",201
"Bryski-Kolonia","0565558",147
"Czarnopole","0565570",46
"Góra Świętej Małgorzaty","0565593",313
"Karsznice","0565618",288
"Konstancin","0565624",42
"Kosin","0565647",137
"Kwiatkówek","0565660",124
"Łętków","0565676",57
"Marynki","0565682",236
"Mętlew","0565699",140
"Moraków","0565736",170
"Nowy Gaj","0565765",365
"Orszewice","0565802",222
"Podgórzyce","0565831",269
"Rogulice","0565854",23
"Sługi","0565877",257
"Stawy","0565920",67
"Tum","0565943",436
"Witaszewice","0565972",262
"Zagaj","0565890",216
"gm.w. Grabów","1004042",6357
"Besiekiery","0283736",149
"Biała Góra","0283759",122
"Borów","0283794",91
"Borucice","0283802",176
"Bowętów","0283825",85
"Brudzeń","0283860",130
"Budki","0283883",128
"Byszew","0283890",191
"Celinów","0283920",19
"Chorki","0283937",176
"Filipów","0283943",27
"Gać","0283950",46
"Golbice","0283972",145
"Goszczędza","0283989",148
"Grabów","0284003",1164
"Jamy","0284010",28
"Janów","0284026",7
"Jastrzębia","0284032",120
"Jaworów","0284055",88
"Kadzidłowa","0284061",257
"Kotków","0284121",193
"Ksawerów","0284167",147
"Kurzjama","0284180",94
"Leszno","0284210",63
"Nagórki","0284240",175
"Nowa Sobótka","0284256",86
"Nowy Besk","0284262",53
"Odechów","0284279",78
"Osiny","0284291",25
"Ostrówek","0284300",130
"Piaski","0284322",125
"Pieczew","0284339",107
"Piotrkówek","0284351",106
"Pociecha","0284374",47
"Pokrzywnia","0284380",16
"Potrzasków","0284397",34
"Radzyń","0284405",210
"Rybnik","0284411",49
"Sławęcin","0284428",148
"Smardzew","0284440",98
"Smolice","0284463",169
"Sobótka-Kolonia","0284486",102
"Srebrna","0284492",94
"Srebrna Wieś","0284500",81
"Stara Sobótka","0284530",261
"Stary Besk","0284575",130
"Wygorzele","0284581",86
"Źrebięta","0284635",65
"Żaczki","0284606",88
"gm.w. Łęczyca","1004052",8576
"Błonie","0569786",677
"Borek","0569823",108
"Borki","0569830",429
"Borów","0569852",190
"Bronno","0569869",242
"Chrząstówek","0569881",231
"Dąbie","0569912",171
"Dobrogosty","0569935",146
"Dzierzbiętów Duży","0569941",177
"Dzierzbiętów Mały","0569964",185
"Garbalin","0569970",145
"Gawrony","0569987",414
"Janków","0570016",126
"Karkosy","0570022",48
"Kozuby","0570039",221
"Krzepocin Pierwszy","0570051",207
"Leszcze","0570074",316
"Leźnica Mała","0570097",397
"Liszki","0570157",10
"Lubień","0570163",455
"Łęka","0570192",172
"Łęka-Kolonia","0570200",90
"Mikołajew","0570217",154
"Mniszki","0570230",114
"Pilichy","0570269",53
"Prądzew","0570281",120
"Prusinowice","0570298",82
"Pruszki","0570335",189
"Siedlec","0570364",384
"Siemszyce","0570393",103
"Topola Katowa","0570453",315
"Topola Królewska","0570476",301
"Topola Szlachecka","0570499",284
"Wąkczew","0570507",146
"Wichrów","0570542",248
"Wilczkowice Górne","0570401",557
"Zawada","0570565",120
"Zduny","0570588",249
"gm.w. Piątek","1004062",6307
"Balków","0572972",431
"Bielice","0572989",162
"Boguszyce","0573010",194
"Czerników","0573026",147
"Goślub","0573032",158
"Goślub-Osada","0573049",158
"Górki Łubnickie","0573055",43
"Górki Pęcławskie","0573061",114
"Janków","0573078",36
"Janowice","0573084",154
"Jasionna","0573109",76
"Konarzew","0573115",196
"Krzyszkowice","0573138",97
"Łęka","0573144",157
"Łubnica","0573150",151
"Mchowice","0573167",107
"Michałówka","0573173",57
"Młynów","0573180",43
"Mysłówka","0573196",70
"Orądki","0573210",64
"Orenice","0573227",102
"Pęcławice","0573233",106
"Piątek","0573256",1908
"Piekary","0573262",157
"Pokrzywnica","0573279",328
"Rogaszyn","0573285",58
"Stare Piaski","0573291",106
"Sułkowice Drugie","0573316",53
"Sułkowice Pierwsze","0573339",182
"Sypin","0573345",116
"Śladków Podleśny","0573368",99
"Śladków Rozlazły","0573374",210
"Witów","0573380",116
"Włostowice","0573405",27
"Włostowice-Parcele","0573411",31
"Żabokrzeki","0573428",93
"gm.w. Świnice Warckie","1004072",4105
"Bielawy","0297448",151
"Chorzepin","0297460",134
"Chwalborzyce","0297483",213
"Drozdów","0297520",194
"Głogowiec","0297537",245
"Grodzisko","0297566",53
"Gusin","0297595",150
"Kaznów","0297610",116
"Kosew","0297661",108
"Kozanki Podleśne","0297678",57
"Kraski","0297690",165
"Łyków","0297715",75
"Parski","0297721",127
"Piaski","0297738",151
"Podgórze","0297744",92
"Podłęże","0297767",94
"Rogów","0297780",61
"Stemplew","0297796",347
"Świnice Warckie","0297810",644
"Świnice Warckie-Kolonia","0297827",225
"Tolów","0297833",64
"Władysławów","0297856",96
"Wola Świniecka","0297862",205
"Wyganów","0297885",103
"Zbylczyce","0297900",186
"Zimne","0297922",49
"gm.w. Witonia","1004082",3474
"Anusin","0578590",194
"Gajew","0578615",106
"Gledzianów","0578644",202
"Gledzianówek","0578667",113
"Gołocice","0578680",122
"Gozdków","0578696",115
"Józefów","0578704",56
"Kostusin","0578710",119
"Kuchary","0578733",208
"Michały","0578756",38
"Nędzerzew","0578762",172
"Olesice","0578779",18
"Oraczew","0578785",136
"Romartów","0578791",318
"Rudniki","0578816",39
"Rybitwy","0578822",146
"Szamów","0578851",57
"Wargawa","0578845",56
"Wargawka Młoda","0578868",150
"Węglewice","0578874",45
"Witonia","0578897",1064
"Powiat łowicki","1005",81130
"gm. m. Łowicz","1005011",29880
"Łowicz","0977031",29880
"gm.w. Bielawy","1005022",5770
"Bielawska Wieś","0724057",132
"Bielawy","0724070",578
"Bogumin","0724123",65
"Borów","0724130",244
"Borówek","0724198",267
"Brzozów","0724212",179
"Chruślin","0724241",260
"Drogusza","0724287",129
"Emilianów","0724324",120
"Gaj","0724360",92
"Gosławice","0724399",79
"Helin","0724407",85
"Janinów","0724413",154
"Leśniczówka","0724442",186
"Łazin","0724525",208
"Marianów","0724577",33
"Marywil","0724583",95
"Oszkowice","0724608",172
"Piaski Bankowe","0724650",63
"Piotrowice","0724689",192
"Przezwiska","0724695",104
"Psary","0724710",106
"Rulice","0724732",111
"Seligi","0724761",60
"Skubiki","0724778",50
"Sobocka Wieś","0724784",73
"Sobota","0724809",471
"Stare Orenice","0724844",97
"Stare Piaski","0724850",114
"Stary Waliszew","0724867",129
"Traby","0724873",120
"Trzaskowice","0724896",110
"Walewice","0724927",326
"Waliszew Dworski","0724956",101
"Wojewodza","0724962",118
"Wola Gosławska","0724985",119
"Zakrzew","0725000",96
"Zgoda","0725016",90
"Żdżary","0725039",42
"gm.w. Chąśno","1005032",3075
"Błędów","0725915",276
"Chąśno","0726145",204
"Chąśno Drugie","0725980",245
"Goleńsko","0726004",325
"Karnków","0726033",92
"Karsznice Duże","0726040",158
"Karsznice Małe","0726079",80
"Marianka","0726085",117
"Mastki","0726116",202
"Niespusza-Wieś","0726122",149
"Nowa Niespusza","0726139",110
"Przemysłów","0726168",226
"Sierżniki","0726174",282
"Skowroda Południowa","0726205",158
"Skowroda Północna","0726211",170
"Wyborów","0726228",281
"gm.w. Domaniewice","1005042",4643
"Domaniewice","0727311",1174
"Krępa","0727386",700
"Lisiewice Duże","0727469",111
"Lisiewice Małe","0727475",134
"Reczyce","0727481",477
"Rogóźno","0727564",442
"Sapy","0727624",284
"Skaratki pod Las","0727630",688
"Stroniewice","0727682",238
"Strzebieszew","0727713",395
"gm.w. Kiernozia","1005052",3588
"Brodne-Józefów","0566753",132
"Brodne-Towarzystwo","0566760",159
"Chruśle","0566776",166
"Czerniew","0566820",122
"Długie","0566842",38
"Jadzień","0566859",90
"Jerzewo","0566871",73
"Kiernozia","0566894",947
"Lasocin","0566925",119
"Natolin Kiernoski","0566948",120
"Niedzieliska","0566990",161
"Osiny","0567020",140
"Sokołów-Kolonia","0567095",127
"Sokołów-Towarzystwo","0567103",101
"Stępów","0567110",274
"Teresew","0567149",104
"Tydówka","0567155",165
"Wiśniewo","0567190",124
"Witusza","0567215",147
"Wola Stępowska","0567244",141
"Zamiary","0567250",138
"gm.w. Kocierzew Południowy","1005062",4436
"Boczki","0728931",381
"Gągolin Południowy","0728954",307
"Gągolin Północny","0728960",130
"Gągolin Zachodni","0728977",83
"Jeziorko","0728983",264
"Kocierzew Południowy","0729043",378
"Kocierzew Północny","0729110",271
"Konstantynów","0729155",58
"Lenartów","0729161",131
"Lipnice","0729190",211
"Łaguszew","0729215",240
"Osiek","0729238",321
"Ostrowiec","0729280",118
"Płaskocin","0729310",232
"Różyce","0729327",472
"Sromów","0729391",176
"Wejsce","0729400",353
"Wicie","0729439",310
"gm.w. Łowicz","1005072",7515
"Bocheń","0730106",299
"Dąbkowice Dolne","0730112",290
"Dąbkowice Górne","0730129",219
"Guźnia","0730141",167
"Jamno","0730164",468
"Jastrzębia","0730247",362
"Klewków","0730253",162
"Małszyce","0730260",287
"Mystkowice","0730276",162
"Niedźwiada","0730299",312
"Ostrów","0730336",108
"Otolice","0730342",239
"Parma","0730402",457
"Pilaszków","0730425",319
"Placencja","0730448",161
"Popów","0730454",540
"Strzelcew","0730460",281
"Szczudłów","0730490",53
"Świące","0730508",54
"Świeryż Drugi","0730514",214
"Świeryż Pierwszy","0730537",169
"Wygoda","0730543",457
"Zabostów Duży","0730566",318
"Zabostów Mały","0730572",204
"Zawady","0730589",308
"Zielkowice","0730595",905
"gm.w. Łyszkowice","1005082",6791
"Bobiecko","0730655",193
"Bobrowa","0730661",237
"Czatolin","0730690",592
"Gzinka","0730750",175
"Kalenice","0730767",474
"Kolonia Łyszkowice","0730900",205
"Kuczków","0730840",80
"Łagów","0730856",112
"Łyszkowice","0730862",1377
"Nowe Grudze","0730945",165
"Polesie","0730974",679
"Seligów","0730997",246
"Seroki","0731040",128
"Stachlew","0731057",838
"Stare Grudze","0731092",312
"Trzcianka","0731100",144
"Uchań Dolny","0731146",74
"Uchań Górny","0731152",117
"Wrzeczko","0731181",479
"Zakulin","0731235",164
"gm.w. Nieborów","1005092",9422
"Arkadia","0732967",234
"Bednary-Kolonia","0732996",352
"Bednary-Wieś","0733004",976
"Bełchów","0733100",2199
"Bobrowniki","0733151",1278
"Chyleniec","0733197",35
"Dzierzgów","0733205",465
"Dzierzgówek","0733211",437
"Janowice","0733234",196
"Julianów","0733240",76
"Karolew","0733257",142
"Kompina","0733263",370
"Michałówek","0733317",39
"Mysłaków","0733323",1092
"Nieborów","0733412",921
"Patoki","0733470",179
"Piaski","0733493",220
"Sypień","0733560",211
"gm.w. Zduny","1005102",6010
"Bąków Dolny","0739679",338
"Bąków Górny","0739685",424
"Bogoria Dolna","0739716",153
"Bogoria Górna","0739722",132
"Bogoria Pofolwarczna","0739745",68
"Dąbrowa","0739751",38
"Jackowice","0739768",456
"Łaźniki","0739811",286
"Maurzyce","0739863",223
"Nowe Zduny","0739930",511
"Nowy Złaków","0739969",86
"Pólka","0739975",27
"Retki","0739981",141
"Rząśno","0740004",216
"Strugienice","0740040",331
"Szymanowice","0740116",148
"Urzecze","0740168",229
"Wierznowice","0740174",96
"Wiskienica Dolna","0740180",184
"Wiskienica Górna","0740205",222
"Zalesie","0740211",77
"Zduny","0740228",698
"Złaków Borowy","0740257",556
"Złaków Kościelny","0740292",370
"Powiat łódzki wschodni","1006",68061
"gm.w. Andrespol","1006022",12696
"Andrespol","0413050",3498
"Bedoń Przykościelny","0413067",1403
"Bedoń-Wieś","0413073",408
"Janówka","0413080",895
"Justynów","0413096",2284
"Kraszew","0413104",462
"Nowy Bedoń","0413110",510
"Stróża","0413127",931
"Wiśniowa Góra","0413140",2305
"gm.w. Brójce","1006032",5996
"Brójce","0413156",390
"Bukowiec","0413179",1844
"Giemzów","0413216",196
"Karpin","0413222",238
"Kotliny","0413239",284
"Kurowice","0413268",972
"Kurowice Kościelne","0413305",162
"Leśne Odpadki","0413311",81
"Pałczew","0413328",254
"Przypusta","0413334",202
"Stefanów","0413357",261
"Wardzyn","0413392",422
"Wola Rakowa","0413423",595
"Wygoda","0413481",95
"gm. m-w. Koluszki  ",1006073,23536
"m. Koluszki  ","1006074",13555
"Koluszki","0967831",13555
"w.  Koluszki  ","1006075",9981
"Będzelin","0543769",428
"Borowa","0543775",639
"Długie","0543798",211
"Felicjanów","0543812",299
"Gałków Duży","0543829",862
"Gałków Mały","0543858",1805
"Gałkówek-Parcela","0543864",121
"Jeziorko","0543887",169
"Kaletnik","0543918",524
"Katarzynów","0543924",274
"Kazimierzów","0543930",29
"Lisowice","0543953",172
"Nowy Redzeń","0543976",356
"Przanowice","0543982",307
"Regny","0544013",340
"Różyca","0544036",757
"Słotwiny","0544042",386
"Stary Redzeń","0544065",301
"Stefanów","0544088",302
"Świny","0544119",147
"Turobowice","0544154",50
"Wierzchy","0544160",127
"Zielona Góra","0544214",209
"Zygmuntów","0544220",180
"Żakowice","0544237",986
"gm.w. Nowosolna","1006082",4241
"Boginia","0414003",90
"Borchówka","0414010",233
"Byszewy","0414032",392
"Głogowiec","0414055",27
"Grabina","0414061",345
"Kalonka","0414109",609
"Kopanka","0414144",397
"Ksawerów","0414173",86
"Lipiny","0414180",597
"Moskwa","0414196",185
"Natolin","0414210",417
"Nowe Skoszewy","0414227",89
"Plichtów","0414233",174
"Stare Skoszewy","0414256",287
"Wiączyń Dolny","0414262",313
"gm. m-w. Rzgów ",1006103,9577
"m. Rzgów  ","1006104",3376
"Rzgów","0415787",3376
"w.  Rzgów  ","1006105",6201
"Bronisin Dworski","0415586",189
"Czyżeminek","0415592",275
"Gospodarz","0415630",461
"Grodzisko","0415652",587
"Guzew","0415675",365
"Huta Wiskicka","0415698",209
"Kalinko","0415712",467
"Kalino","0415758",345
"Prawda","0415764",239
"Romanów","0415770",188
"Stara Gadka","0415793",738
"Starowa Góra","0415801",2138
"gm. m-w. Tuszyn",1006113,12015
"m. Tuszyn ","1006114",7326
"Tuszyn","0968569",7326
"w.  Tuszyn ","1006115",4689
"Bądzyń","0553851",91
"Dylew","0553874",89
"Garbów","0553880",207
"Głuchów","0553928",284
"Górki Duże","0553970",204
"Górki Małe","0554017",250
"Jutroszew","0554052",250
"Kruszów","0554081",427
"Mąkoszyn","0554112",177
"Modlica","0554158",334
"Rydzynki","0554164",256
"Syski","0554187",169
"Szczukwin","0554201",337
"Tuszynek Majoracki","0554230",527
